date,generated_kWh,maxtempF,mintempF,avgtempF,totalSnow_cm,sunHour,uvIndex,humidity,precipInches,pressureInches,cloudcover,windspeedMiles,visibilityMiles,lag_1,lag_2
2015-10-27,2.0,64,48,57,0.0,10.0,4,56,0.0,30,34,9,6,2.0,9.0
2015-10-28,1.0,62,50,57,0.0,5.0,4,62,0.0,30,70,12,3,2.0,2.0
2015-10-29,1.0,59,47,54,0.0,9.9,3,69,0.0,31,11,8,6,1.0,2.0
2015-10-30,7.0,60,46,54,0.0,9.9,4,59,0.0,31,20,8,6,1.0,1.0
2015-10-31,7.0,61,45,54,0.0,9.9,4,56,0.0,31,9,8,6,7.0,1.0
2015-11-01,8.0,65,47,56,0.0,9.8,4,47,0.0,31,0,3,6,7.0,7.0
2015-11-02,8.0,60,46,53,0.0,9.8,4,52,0.0,31,0,4,6,8.0,7.0
2015-11-03,9.0,63,46,56,0.0,9.8,4,54,0.0,31,34,6,6,8.0,8.0
2015-11-04,6.0,60,50,56,0.0,4.9,4,77,0.0,30,100,16,6,9.0,8.0
2015-11-04,6.0,60,50,56,0.0,4.9,4,77,0.0,30,100,16,6,6.0,9.0
2015-11-05,3.0,62,51,57,0.0,6.5,4,78,0.0,31,100,10,6,6.0,6.0
2015-11-06,4.0,62,58,60,0.0,4.8,4,80,0.0,31,87,13,6,3.0,6.0
2015-11-07,3.0,65,60,63,0.0,4.8,4,85,0.0,31,100,15,6,4.0,3.0
2015-11-08,3.0,63,51,58,0.0,9.6,4,72,0.0,31,20,11,6,3.0,4.0
2015-11-09,5.0,58,55,58,0.0,8.2,3,65,0.0,31,81,18,6,3.0,3.0
2015-11-10,4.0,59,55,58,0.0,4.8,4,82,0.0,31,100,17,6,5.0,3.0
2015-11-11,3.0,55,49,52,0.0,4.7,4,71,0.0,31,90,12,6,4.0,5.0
2015-11-12,2.0,59,50,55,0.0,6.9,3,74,0.0,31,80,8,6,3.0,4.0
2015-11-13,4.0,58,47,55,0.0,8.7,3,57,0.0,31,22,16,5,2.0,3.0
2015-11-14,4.0,51,46,49,0.0,5.1,3,75,0.0,31,100,12,1,4.0,2.0
2015-11-15,3.0,59,54,58,0.0,3.4,3,81,0.0,30,100,24,6,4.0,4.0
2015-11-16,2.0,56,52,55,0.0,3.2,3,80,0.0,30,100,23,1,3.0,4.0
2015-11-17,1.0,61,55,59,0.0,2.1,3,81,0.0,30,100,18,1,2.0,3.0
2015-11-18,2.0,56,52,55,0.0,4.0,3,72,0.0,30,99,19,6,1.0,2.0
2015-11-19,4.0,55,48,53,0.0,2.1,3,81,0.1,30,100,16,5,2.0,1.0
2015-11-20,0.0,49,44,48,0.0,2.1,2,73,0.0,30,95,11,6,4.0,2.0
2015-11-21,1.0,46,39,42,0.0,2.1,2,74,0.0,30,100,12,6,0.0,4.0
2015-11-22,3.0,44,37,41,0.0,3.9,1,63,0.0,30,100,7,1,1.0,0.0
2015-11-23,3.0,44,36,40,0.0,3.9,2,68,0.0,31,66,4,6,3.0,1.0
2015-11-24,4.0,40,37,38,0.0,2.1,1,82,0.2,30,100,20,4,3.0,3.0
2015-11-25,1.0,47,41,44,0.0,3.9,2,72,0.1,30,77,12,6,4.0,3.0
2015-11-26,2.0,49,40,44,0.0,5.8,2,67,0.0,31,9,2,6,1.0,4.0
2015-11-27,5.0,44,37,41,0.0,2.1,2,84,0.0,30,78,13,6,2.0,1.0
2015-11-28,1.0,46,42,44,0.0,3.9,2,65,0.0,30,20,16,6,5.0,2.0
2015-11-29,4.0,54,47,51,0.0,2.0,3,79,0.0,30,89,22,5,1.0,5.0
2015-11-30,1.0,53,46,50,0.0,2.0,3,86,0.2,30,100,25,4,4.0,1.0
2015-12-01,1.0,55,50,53,0.0,2.0,3,91,0.1,31,100,13,4,1.0,4.0
2015-12-02,0.0,52,49,51,0.0,3.9,3,74,0.0,31,54,12,6,1.0,1.0
2015-12-03,4.0,52,46,50,0.0,5.8,3,79,0.0,31,30,17,6,0.0,1.0
2015-12-04,3.0,51,46,49,0.0,5.8,3,70,0.0,31,3,13,6,4.0,0.0
2015-12-04,3.0,51,46,49,0.0,5.8,3,70,0.0,31,3,13,6,3.0,4.0
2015-12-05,5.0,47,43,44,0.0,3.9,3,64,0.0,31,76,21,6,3.0,3.0
2015-12-06,2.0,52,43,50,0.0,2.0,3,79,0.0,31,92,21,6,5.0,3.0
2015-12-07,2.0,53,48,50,0.0,5.8,3,74,0.0,31,17,7,6,2.0,5.0
2015-12-08,3.0,53,46,50,0.0,3.9,3,77,0.0,31,23,15,6,2.0,2.0
2015-12-09,2.0,48,42,45,0.0,5.8,3,73,0.0,31,0,10,6,3.0,2.0
2015-12-10,4.0,44,38,40,0.0,2.0,1,66,0.0,31,100,15,6,2.0,3.0
2015-12-11,2.0,47,39,44,0.0,2.0,2,89,0.1,31,100,17,4,4.0,2.0
2015-12-12,2.0,50,42,46,0.0,3.9,2,78,0.0,31,85,10,6,2.0,4.0
2015-12-13,2.0,48,45,46,0.0,2.0,2,89,0.1,31,100,6,5,2.0,2.0
2015-12-14,1.0,46,40,43,0.0,5.8,2,75,0.0,31,18,8,6,2.0,2.0
2015-12-15,0.0,48,42,46,0.0,3.9,2,86,0.0,31,41,5,6,1.0,2.0
2015-12-16,1.0,55,49,54,0.0,2.0,3,92,0.0,31,100,13,5,0.0,1.0
2015-12-17,3.0,58,53,55,0.0,3.9,3,74,0.0,31,95,13,6,1.0,0.0
2015-12-18,2.0,42,38,39,0.0,3.9,2,84,0.0,30,60,10,6,3.0,1.0
2015-12-19,1.0,41,36,39,0.0,3.9,1,83,0.0,30,50,7,6,2.0,3.0
2015-12-20,2.0,41,36,39,0.0,2.0,1,86,0.0,30,69,10,6,1.0,2.0
2015-12-21,2.0,52,48,50,0.0,2.0,3,72,0.0,31,100,21,6,2.0,1.0
2015-12-22,2.0,55,52,54,0.0,2.0,3,79,0.0,31,100,19,6,2.0,2.0
2015-12-23,1.0,54,46,52,0.0,5.8,3,71,0.0,31,38,15,5,2.0,2.0
2015-12-24,3.0,54,46,51,0.0,3.9,4,68,0.0,31,58,20,6,1.0,2.0
2015-12-25,2.0,53,44,48,0.0,2.0,2,85,0.0,31,100,8,1,3.0,1.0
2015-12-26,1.0,56,50,53,0.0,5.8,3,73,0.0,31,7,16,6,2.0,3.0
2015-12-27,3.0,53,47,50,0.0,5.8,3,71,0.0,31,22,17,6,1.0,2.0
2015-12-28,4.0,45,34,38,0.0,3.9,2,78,0.0,31,36,9,5,3.0,1.0
2015-12-29,3.0,51,37,46,0.0,3.9,2,86,0.0,31,47,10,6,4.0,3.0
2015-12-30,2.0,50,44,46,0.0,5.8,3,71,0.0,31,9,16,6,3.0,4.0
2015-12-31,3.0,49,44,47,0.0,5.8,3,70,0.0,31,24,18,6,2.0,3.0
2016-01-01,4.0,45,41,43,0.0,3.9,3,80,0.0,31,58,5,6,3.0,2.0
2016-01-02,2.0,50,42,46,0.0,3.9,2,83,0.1,30,71,11,5,4.0,3.0
2016-01-03,2.0,47,43,45,0.0,3.9,2,71,0.0,30,37,14,6,2.0,4.0
2016-01-03,2.0,47,43,45,0.0,3.9,2,71,0.0,30,37,14,6,2.0,2.0
2016-01-04,2.0,41,37,39,0.0,2.0,1,83,0.0,30,78,10,6,2.0,2.0
2016-01-05,1.0,45,39,43,0.0,2.0,2,82,0.0,30,100,12,6,2.0,2.0
2016-01-06,1.0,46,42,44,0.0,2.0,3,86,0.0,30,100,6,1,1.0,2.0
2016-01-07,2.0,49,42,45,0.0,2.0,2,85,0.2,30,100,18,4,1.0,1.0
2016-01-08,5.0,44,39,41,0.0,5.8,2,74,0.0,30,0,11,6,2.0,1.0
2016-01-09,2.0,46,38,43,0.0,2.0,3,76,0.0,30,68,15,6,5.0,2.0
2016-01-10,2.0,46,42,44,0.0,5.8,2,70,0.0,30,32,19,6,2.0,5.0
2016-01-11,1.0,45,38,43,0.0,2.0,3,85,0.1,30,100,13,5,2.0,2.0
2016-01-12,3.0,46,40,43,0.0,3.9,2,69,0.0,30,58,19,6,1.0,2.0
2016-01-13,2.0,44,37,42,0.0,6.9,2,74,0.0,30,100,17,6,3.0,1.0
2016-01-14,2.0,43,37,41,0.0,5.0,1,74,0.2,30,27,13,4,2.0,3.0
2016-01-15,1.0,40,35,39,0.0,3.2,1,85,0.4,30,100,8,3,2.0,2.0
2016-01-16,1.0,42,35,39,0.0,6.9,2,67,0.0,31,92,13,6,1.0,2.0
2016-01-17,4.0,38,29,35,0.1,8.7,1,62,0.0,31,2,6,6,1.0,1.0
2016-01-18,5.0,30,26,28,0.0,8.7,2,61,0.0,31,13,8,6,4.0,1.0
2016-01-19,4.0,31,25,28,0.0,8.7,2,50,0.0,31,12,3,6,5.0,4.0
2016-01-20,5.0,35,30,33,0.0,3.3,1,73,0.0,31,90,9,1,4.0,5.0
2016-01-21,3.0,37,31,34,0.0,8.7,1,70,0.0,31,23,3,6,5.0,4.0
2016-01-22,4.0,37,31,35,0.0,5.1,2,56,0.0,31,41,12,6,3.0,5.0
2016-01-23,3.0,46,39,42,0.0,6.9,2,91,0.0,31,62,10,6,4.0,3.0
2016-01-24,2.0,47,38,45,0.0,3.3,3,92,0.1,31,100,12,5,3.0,4.0
2016-01-25,1.0,53,45,49,0.0,8.7,2,65,0.0,31,5,12,6,2.0,3.0
2016-01-26,5.0,51,44,48,0.0,5.1,2,86,0.0,31,92,15,6,1.0,2.0
2016-01-27,4.0,52,49,51,0.0,3.4,3,83,0.0,30,100,23,5,5.0,1.0
2016-01-28,1.0,47,40,44,0.0,8.7,2,66,0.0,31,52,9,6,4.0,5.0
2016-01-29,7.0,49,40,46,0.0,3.4,3,80,0.0,31,100,21,6,1.0,4.0
2016-01-30,2.0,49,40,46,0.0,6.9,2,91,0.5,30,100,17,3,7.0,1.0
2016-01-31,0.0,51,38,44,0.0,3.4,2,89,0.0,30,100,12,5,2.0,7.0
2016-02-01,2.0,52,52,52,0.0,3.4,3,83,0.0,31,100,22,6,0.0,2.0
2016-02-02,1.0,50,43,48,0.0,5.2,2,82,0.1,30,72,18,4,2.0,0.0
2016-02-02,1.0,50,43,48,0.0,5.2,2,82,0.1,30,72,18,4,1.0,2.0
2016-02-03,2.0,44,39,42,0.0,3.4,3,63,0.0,31,76,18,6,1.0,1.0
2016-02-04,3.0,48,38,44,0.0,3.5,2,90,0.1,31,100,20,4,2.0,1.0
2016-02-05,2.0,51,43,49,0.0,3.5,2,89,0.0,31,100,11,1,3.0,2.0
2016-02-06,1.0,51,46,49,0.0,7.0,2,76,0.0,30,100,18,6,2.0,3.0
2016-02-07,3.0,48,44,47,0.0,3.5,3,68,0.0,30,60,22,6,1.0,2.0
2016-02-08,6.0,49,45,48,0.0,3.5,2,64,0.0,30,69,28,6,3.0,1.0
2016-02-09,2.0,42,38,41,0.0,3.5,2,95,0.4,29,100,13,3,6.0,3.0
2016-02-10,3.0,45,38,42,0.0,3.5,3,78,0.0,30,100,14,5,2.0,6.0
2016-02-11,4.0,45,36,41,0.0,5.3,2,72,0.0,30,52,9,6,3.0,2.0
2016-02-12,6.0,44,34,39,0.0,8.7,2,66,0.0,30,21,11,6,4.0,3.0
2016-02-13,10.0,42,33,38,0.0,3.6,2,71,0.0,30,100,13,1,6.0,4.0
2016-02-14,3.0,38,35,36,4.4,5.0,1,84,0.0,30,100,7,1,10.0,6.0
2016-02-15,4.0,41,35,38,1.0,10.0,1,66,0.0,31,50,11,6,3.0,10.0
2016-02-16,4.0,42,32,38,0.0,10.0,2,59,0.0,31,0,6,6,4.0,3.0
2016-02-17,10.0,41,31,36,0.0,10.5,2,59,0.0,31,0,5,6,4.0,4.0
2016-02-18,10.0,40,30,36,0.0,6.8,2,66,0.0,30,100,10,6,10.0,4.0
2016-02-19,9.0,43,33,39,0.0,10.6,1,74,0.0,31,6,11,6,10.0,10.0
2016-02-20,5.0,51,40,48,0.0,5.3,2,87,0.0,30,100,16,1,9.0,10.0
2016-02-21,2.0,54,51,53,0.0,5.3,3,86,0.0,30,100,27,5,5.0,9.0
2016-02-22,2.0,51,41,47,0.0,5.3,2,90,0.2,30,100,9,4,2.0,5.0
2016-02-23,1.0,47,38,42,0.0,10.0,2,65,0.0,30,60,11,6,2.0,2.0
2016-02-24,7.0,46,35,41,0.0,10.7,3,57,0.0,31,19,1,6,1.0,2.0
2016-02-25,8.0,43,35,39,0.3,6.9,2,57,0.0,30,97,8,6,7.0,1.0
2016-02-26,5.0,43,33,39,0.0,8.5,2,60,0.0,30,51,8,6,8.0,7.0
2016-02-27,6.0,43,32,38,0.0,7.0,2,47,0.0,30,57,18,6,5.0,8.0
2016-02-28,11.0,43,31,39,0.0,10.9,2,48,0.0,31,12,19,6,6.0,5.0
2016-02-29,15.0,43,31,39,0.0,10.9,2,49,0.0,31,0,12,6,11.0,6.0
2016-03-01,12.0,43,32,39,0.0,5.5,2,67,0.0,30,100,19,5,15.0,11.0
2016-03-02,3.0,48,40,45,0.0,10.1,2,54,0.0,30,21,18,5,12.0,15.0
2016-03-03,7.0,46,38,42,0.0,10.1,2,66,0.0,30,91,11,1,3.0,12.0
2016-03-03,7.0,46,38,42,0.0,10.1,2,66,0.0,30,91,11,1,7.0,3.0
2016-03-04,11.0,43,37,40,0.0,7.1,2,90,0.3,30,100,8,4,7.0,7.0
2016-03-05,5.0,44,34,40,0.0,10.1,2,52,0.0,30,50,3,6,11.0,7.0
2016-03-06,7.0,46,35,41,0.0,8.6,1,64,0.0,30,74,14,6,5.0,11.0
2016-03-07,8.0,44,34,40,0.3,11.2,1,60,0.0,30,53,4,6,7.0,5.0
2016-03-08,7.0,46,34,41,0.0,10.1,2,60,0.0,30,62,8,6,8.0,7.0
2016-03-09,8.0,46,37,43,0.0,5.6,2,51,0.0,30,88,20,6,7.0,8.0
2016-03-10,7.0,50,34,43,0.0,11.3,3,53,0.0,31,5,6,6,8.0,7.0
2016-03-11,14.0,50,34,44,0.0,10.1,3,59,0.0,31,80,9,6,7.0,8.0
2016-03-12,10.0,51,34,44,0.0,11.4,3,59,0.0,31,19,5,6,14.0,7.0
2016-03-13,15.0,49,31,42,0.0,11.5,3,61,0.0,31,4,12,6,10.0,14.0
2016-03-14,17.0,47,31,40,0.0,11.6,2,49,0.0,31,3,13,6,15.0,10.0
2016-03-15,18.0,50,34,44,0.0,7.4,3,68,0.0,31,76,10,6,17.0,15.0
2016-03-16,10.0,47,35,43,0.0,11.6,3,54,0.0,31,27,18,6,18.0,17.0
2016-03-17,12.0,52,34,45,0.0,11.6,3,50,0.0,31,0,10,6,10.0,18.0
2016-03-18,16.0,46,36,43,0.0,8.8,3,73,0.0,31,59,5,6,12.0,10.0
2016-03-19,3.0,47,41,44,0.0,6.0,2,72,0.0,31,99,8,6,16.0,12.0
2016-03-20,5.0,47,42,45,0.0,6.1,2,69,0.0,31,86,10,6,3.0,16.0
2016-03-21,7.0,50,42,47,0.0,6.1,2,65,0.0,31,74,7,6,5.0,3.0
2016-03-22,6.0,52,38,47,0.0,11.6,3,63,0.0,30,46,9,5,7.0,5.0
2016-03-23,14.0,49,40,46,0.0,6.3,2,87,0.0,30,100,10,6,6.0,7.0
2016-03-24,10.0,49,41,46,0.0,6.3,2,76,0.0,30,100,12,6,14.0,6.0
2016-03-25,10.0,48,41,46,0.0,7.7,2,83,0.1,30,99,16,4,10.0,14.0
2016-03-26,10.0,58,38,51,0.0,11.6,4,63,0.0,30,7,20,6,10.0,10.0
2016-03-27,10.0,54,42,50,0.0,11.6,3,57,0.0,30,54,23,6,10.0,10.0
2016-03-28,14.0,53,44,50,0.0,10.3,3,63,0.0,30,60,28,6,10.0,10.0
2016-03-29,17.0,53,43,49,0.0,9.0,2,60,0.0,30,80,21,6,14.0,10.0
2016-03-30,19.0,54,44,50,0.0,7.7,3,58,0.0,30,64,15,6,17.0,14.0
2016-03-31,12.0,51,45,49,0.0,7.8,2,62,0.0,30,67,9,6,19.0,17.0
2016-04-01,6.0,54,39,49,0.0,9.0,3,50,0.0,31,33,5,6,12.0,19.0
2016-04-02,12.0,57,42,51,0.0,7.8,3,64,0.0,30,63,6,6,6.0,12.0
2016-04-02,12.0,57,42,51,0.0,7.8,3,64,0.0,30,63,6,6,12.0,6.0
2016-04-03,9.0,68,51,61,0.0,11.6,4,51,0.0,30,4,8,6,12.0,12.0
2016-04-04,17.0,61,51,56,0.0,10.3,3,55,0.0,30,18,15,6,9.0,12.0
2016-04-05,11.0,60,47,56,0.0,9.1,3,56,0.0,30,88,10,6,17.0,9.0
2016-04-06,8.0,53,44,50,0.0,9.1,3,68,0.0,30,91,20,6,11.0,17.0
2016-04-07,8.0,52,40,48,0.0,11.6,3,54,0.0,30,45,17,6,8.0,11.0
2016-04-08,8.0,55,39,50,0.0,11.6,3,53,0.0,30,30,5,6,8.0,8.0
2016-04-09,15.0,58,42,53,0.0,11.6,4,47,0.0,30,30,13,6,8.0,8.0
2016-04-10,16.0,58,44,53,0.0,11.6,3,57,0.0,30,36,10,6,15.0,8.0
2016-04-11,20.0,67,48,60,0.0,11.6,5,46,0.0,30,28,16,6,16.0,15.0
2016-04-12,13.0,63,46,56,0.0,10.4,3,46,0.0,30,22,7,6,20.0,16.0
2016-04-13,12.0,57,43,52,0.0,9.3,4,57,0.0,30,39,8,6,13.0,20.0
2016-04-14,13.0,58,43,53,0.0,10.4,4,61,0.0,30,50,7,6,12.0,13.0
2016-04-15,17.0,58,44,53,0.0,9.3,4,57,0.0,31,38,9,6,13.0,12.0
2016-04-16,17.0,57,42,52,0.0,9.3,4,53,0.0,31,41,9,6,17.0,13.0
2016-04-17,10.0,58,42,53,0.0,9.3,3,55,0.0,31,39,9,5,17.0,17.0
2016-04-18,24.0,59,43,54,0.0,9.3,4,51,0.0,30,34,11,6,10.0,17.0
2016-04-19,8.0,59,43,54,0.0,9.3,4,56,0.0,31,46,8,6,24.0,10.0
2016-04-20,23.0,62,44,57,0.0,9.3,4,51,0.0,31,16,8,6,8.0,24.0
2016-04-21,23.0,64,42,57,0.0,10.5,4,45,0.0,31,6,10,6,23.0,8.0
2016-04-22,23.0,57,46,52,0.0,7.1,4,54,0.0,31,94,11,6,23.0,23.0
2016-04-23,18.0,51,39,47,0.0,10.5,2,51,0.0,30,76,15,6,23.0,23.0
2016-04-24,15.0,48,38,45,0.0,9.4,3,56,0.1,30,75,13,6,18.0,23.0
2016-04-25,22.0,48,38,46,0.0,7.2,2,79,0.0,30,100,17,1,15.0,18.0
2016-04-26,7.0,47,36,44,0.0,10.5,2,60,0.1,30,43,23,6,22.0,15.0
2016-04-27,15.0,49,39,46,0.0,9.4,2,62,0.1,30,100,21,6,7.0,22.0
2016-04-28,13.0,50,36,47,0.0,13.5,3,55,0.0,30,83,13,6,15.0,7.0
2016-04-29,16.0,53,39,48,0.0,9.3,2,72,0.1,30,100,16,5,13.0,15.0
2016-04-30,12.0,54,42,50,0.0,12.4,2,52,0.0,31,62,7,6,16.0,13.0
2016-05-01,13.0,58,38,52,0.0,14.5,4,43,0.0,31,44,8,6,12.0,16.0
2016-05-02,27.0,64,42,58,0.0,13.5,4,37,0.0,31,12,10,6,13.0,12.0
2016-05-02,27.0,64,42,58,0.0,13.5,4,37,0.0,31,12,10,6,27.0,13.0
2016-05-03,20.0,57,46,54,0.0,14.5,3,46,0.0,31,0,12,6,27.0,27.0
2016-05-04,29.0,62,41,57,0.0,14.5,4,41,0.0,31,11,6,6,20.0,27.0
2016-05-05,23.0,66,44,60,0.0,14.5,5,34,0.0,31,4,11,6,29.0,20.0
2016-05-06,28.0,74,51,68,0.0,14.5,5,45,0.0,30,0,10,6,23.0,29.0
2016-05-07,25.0,77,56,72,0.0,14.5,6,38,0.0,30,17,6,6,28.0,23.0
2016-05-08,19.0,77,59,72,0.0,14.5,6,38,0.0,30,9,13,6,25.0,28.0
2016-05-09,27.0,76,58,70,0.0,15.2,6,48,0.0,30,18,13,6,19.0,25.0
2016-05-10,19.0,68,59,64,0.0,12.7,4,77,0.0,30,88,9,5,27.0,19.0
2016-05-11,11.0,74,55,69,0.0,15.6,5,51,0.0,30,13,8,6,19.0,27.0
2016-05-12,20.0,72,56,67,0.0,15.7,5,60,0.0,30,26,12,6,11.0,19.0
2016-05-13,21.0,69,50,64,0.0,15.7,5,60,0.0,30,5,12,6,20.0,11.0
2016-05-14,25.0,52,45,49,0.0,11.8,3,64,0.0,30,94,13,6,21.0,20.0
2016-05-15,21.0,53,43,50,0.0,12.8,4,63,0.0,31,100,14,6,25.0,21.0
2016-05-16,14.0,56,39,53,0.0,15.8,4,57,0.0,31,46,7,5,21.0,25.0
2016-05-17,16.0,63,45,58,0.0,14.6,4,62,0.0,30,88,10,6,14.0,21.0
2016-05-18,13.0,61,46,59,0.0,11.9,4,72,0.0,30,100,14,6,16.0,14.0
2016-05-19,14.0,63,47,59,0.0,14.7,3,62,0.0,30,50,9,6,13.0,16.0
2016-05-20,22.0,66,47,61,0.0,14.7,5,59,0.0,31,49,7,6,14.0,13.0
2016-05-21,16.0,66,49,62,0.0,13.8,5,60,0.0,31,87,8,5,22.0,14.0
2016-05-22,20.0,64,56,61,0.0,12.0,4,80,0.0,30,94,4,6,16.0,22.0
2016-05-23,6.0,58,51,55,0.0,12.9,3,75,0.0,30,66,14,3,20.0,16.0
2016-05-24,9.0,55,47,53,0.0,12.9,3,77,0.0,31,100,10,6,6.0,20.0
2016-05-25,15.0,60,44,57,0.0,13.8,4,71,0.0,30,99,3,6,9.0,6.0
2016-05-26,20.0,57,48,55,0.0,16.0,3,85,0.0,31,8,4,6,15.0,9.0
2016-05-27,23.0,65,55,60,0.0,15.6,5,92,0.0,30,67,8,6,20.0,15.0
2016-05-28,22.0,66,56,61,0.0,14.7,4,92,0.1,30,61,7,5,23.0,20.0
2016-05-29,19.0,70,56,65,0.0,13.0,4,74,0.0,30,87,9,6,22.0,23.0
2016-05-30,9.0,60,57,59,0.0,12.1,3,92,0.0,30,100,16,6,19.0,22.0
2016-05-31,2.0,67,56,63,0.0,14.8,4,67,0.0,31,53,9,6,9.0,19.0
2016-06-01,7.0,67,56,63,0.0,13.0,4,85,0.0,30,100,10,6,2.0,9.0
2016-06-01,7.0,67,56,63,0.0,13.0,4,85,0.0,30,100,10,6,7.0,2.0
2016-06-02,5.0,63,55,61,0.0,12.1,4,89,0.0,30,93,13,6,7.0,7.0
2016-06-03,6.0,67,55,62,0.0,13.0,4,85,0.0,30,100,4,6,5.0,7.0
2016-06-04,13.0,75,53,69,0.0,16.2,5,67,0.0,30,11,5,6,6.0,5.0
2016-06-05,15.0,76,59,72,0.0,16.2,5,69,0.3,31,13,7,4,13.0,6.0
2016-06-06,15.0,78,56,72,0.0,16.3,5,65,0.0,31,8,7,6,15.0,13.0
2016-06-07,21.0,79,62,74,0.0,16.3,5,61,0.0,31,9,7,6,15.0,15.0
2016-06-08,21.0,72,55,67,0.0,16.3,5,65,0.0,31,19,8,6,21.0,15.0
2016-06-09,33.0,67,51,62,0.0,16.3,4,62,0.0,31,6,9,6,21.0,21.0
2016-06-10,31.0,56,48,56,0.0,16.3,4,77,0.0,30,24,3,6,33.0,21.0
2016-06-11,20.0,70,58,66,0.0,12.2,4,71,0.0,30,100,5,6,31.0,33.0
2016-06-12,17.0,71,55,67,0.0,13.1,4,67,0.1,30,63,8,6,20.0,31.0
2016-06-13,13.0,65,56,62,0.0,12.2,4,79,0.0,30,100,11,6,17.0,20.0
2016-06-14,9.0,65,53,61,0.0,12.2,4,77,0.0,30,92,13,6,13.0,17.0
2016-06-15,19.0,56,53,55,0.0,12.6,3,93,0.0,30,100,6,5,9.0,13.0
2016-06-16,16.0,65,51,62,0.0,15.8,5,61,0.0,31,58,9,6,19.0,9.0
2016-06-17,9.0,66,52,63,0.0,15.8,4,71,0.0,30,58,6,6,16.0,19.0
2016-06-18,17.0,61,50,59,0.0,13.4,3,84,0.1,30,84,14,5,9.0,16.0
2016-06-19,12.0,65,51,61,0.0,15.8,4,67,0.0,31,95,3,6,17.0,9.0
2016-06-20,21.0,63,55,60,0.0,13.4,5,86,0.0,30,100,18,1,12.0,17.0
2016-06-21,7.0,65,57,64,0.0,13.4,4,90,0.0,31,100,9,6,21.0,12.0
2016-06-22,7.0,78,57,73,0.0,15.0,5,74,0.0,31,74,7,6,7.0,21.0
2016-06-23,22.0,84,67,79,0.0,16.8,6,66,0.0,30,23,7,6,7.0,7.0
2016-06-24,20.0,73,63,69,0.0,15.0,5,74,0.0,31,90,6,6,22.0,7.0
2016-06-25,25.0,67,56,64,0.0,16.6,4,72,0.0,30,69,8,6,20.0,22.0
2016-06-26,12.0,65,51,62,0.0,15.8,4,71,0.1,31,91,12,4,25.0,20.0
2016-06-27,16.0,64,52,60,0.0,13.4,4,90,0.0,31,100,11,5,12.0,25.0
2016-06-28,12.0,69,54,65,0.0,16.6,4,66,0.0,30,26,8,5,16.0,12.0
2016-06-29,20.0,69,56,63,0.0,13.4,4,65,0.0,30,65,14,6,12.0,16.0
2016-06-30,16.0,65,58,62,0.0,12.5,4,92,0.0,30,100,13,1,20.0,12.0
2016-07-01,10.0,65,59,64,0.0,13.3,4,85,0.0,30,100,14,6,16.0,20.0
2016-07-01,10.0,65,59,64,0.0,13.3,4,85,0.0,30,100,14,6,10.0,16.0
2016-07-02,11.0,64,54,61,0.0,16.6,5,65,0.0,30,94,17,6,10.0,10.0
2016-07-03,24.0,66,51,62,0.0,16.7,5,65,0.0,31,21,11,6,11.0,10.0
2016-07-04,23.0,71,52,66,0.0,14.9,5,71,0.0,31,54,4,6,24.0,11.0
2016-07-05,24.0,63,54,62,0.0,13.9,5,82,0.0,30,97,14,6,23.0,24.0
2016-07-06,16.0,66,55,64,0.0,16.2,4,63,0.0,31,18,7,6,24.0,23.0
2016-07-07,28.0,72,53,68,0.0,16.2,5,56,0.0,31,46,7,6,16.0,24.0
2016-07-08,20.0,74,59,69,0.0,16.2,5,59,0.0,30,46,15,6,28.0,16.0
2016-07-09,14.0,76,58,70,0.0,14.8,6,67,0.0,31,88,10,6,20.0,28.0
2016-07-10,20.0,80,63,75,0.0,15.6,6,64,0.0,30,15,13,6,14.0,20.0
2016-07-11,22.0,70,59,66,0.0,14.8,4,73,0.0,30,96,15,6,20.0,14.0
2016-07-12,34.0,70,55,66,0.0,16.1,5,60,0.0,30,43,10,5,22.0,20.0
2016-07-13,9.0,64,50,61,0.0,15.6,4,77,0.0,30,82,12,6,34.0,22.0
2016-07-14,10.0,66,51,62,0.0,16.1,5,57,0.0,31,20,13,6,9.0,34.0
2016-07-15,28.0,70,51,65,0.0,16.1,5,57,0.0,31,49,10,6,10.0,9.0
2016-07-16,20.0,75,56,69,0.0,13.8,5,75,0.0,31,100,6,6,28.0,10.0
2016-07-17,21.0,74,59,71,0.0,14.7,6,77,0.0,31,96,9,6,20.0,28.0
2016-07-18,19.0,74,57,69,0.0,14.7,5,58,0.0,30,31,10,5,21.0,20.0
2016-07-19,22.0,75,58,71,0.0,14.7,6,56,0.0,30,41,11,6,19.0,21.0
2016-07-20,22.0,72,58,68,0.0,15.6,6,64,0.0,30,52,7,6,22.0,19.0
2016-07-21,22.0,73,57,69,0.0,14.7,5,61,0.0,30,48,8,6,22.0,22.0
2016-07-22,21.0,74,58,70,0.0,15.6,6,57,0.0,30,40,7,6,22.0,22.0
2016-07-23,18.0,74,57,70,0.0,12.8,6,60,0.0,30,77,7,5,21.0,22.0
2016-07-24,16.0,74,57,70,0.0,14.6,6,56,0.0,30,36,8,6,18.0,21.0
2016-07-25,22.0,74,58,70,0.0,14.6,6,60,0.0,30,40,9,6,16.0,18.0
2016-07-26,19.0,75,58,70,0.0,14.6,6,64,0.0,30,44,7,6,22.0,16.0
